"Analysis";"Langauge Code";"Year";"Breakpoint 1";"Breakpoint 2";"alpha";"beta1";"beta2";"intercept"
"Double Breakpoint R";"fre-all";1845;8.77224242398254;10.2267562168529;-1.01773568944742;-0.444496915247762;-0.350838049146448;17.5679138206877
"Double Breakpoint R";"fre-all";1846;8.69266946534479;10.1784632345379;-1.01581974194556;-0.41807941677302;-0.353063216160733;17.4751889479124
"Double Breakpoint R";"fre-all";1847;8.68545837271693;10.112048385996;-1.01301968016507;-0.418203057273289;-0.352630219750411;17.5579042633357
"Double Breakpoint R";"fre-all";1848;8.70146037781325;10.2470765298097;-1.02295969801153;-0.435195750391716;-0.342798627561111;17.2659825336794
"Double Breakpoint R";"fre-all";1849;8.69683892319537;10.1644300258507;-1.00874862361579;-0.413128948744264;-0.352855143865552;16.9841943290539
"Double Breakpoint R";"fre-all";1850;8.7872641674043;10.3271623411313;-1.01758490524008;-0.438505529479533;-0.328149547473367;17.1813117878939
"Double Breakpoint R";"fre-all";1851;8.70039903065825;10.1661102536328;-1.01414012037861;-0.419037220625292;-0.384012686017243;17.3327399780274
"Double Breakpoint R";"fre-all";1852;8.68141589908147;10.1292431911384;-1.0093458413987;-0.414158814232032;-0.341340897862974;17.2420011086687
"Double Breakpoint R";"fre-all";1853;8.7157758226636;10.1683586436418;-1.01127112846979;-0.411132605391791;-0.375633171538956;17.2890976537276
"Double Breakpoint R";"fre-all";1854;8.69993905691454;10.2000663079213;-1.01427985375188;-0.431207755867672;-0.389360760842743;17.5458657031189
"Double Breakpoint R";"fre-all";1855;8.74024095505157;10.230624110679;-1.01263992445609;-0.436472437168368;-0.359086802455561;17.4841712781217
"Double Breakpoint R";"fre-all";1856;8.64097641892626;10.1420784055002;-1.00276508224465;-0.412150713587809;-0.381825762072067;17.4830501882918
"Double Breakpoint R";"fre-all";1857;8.75334720124183;10.2186855911675;-1.01807538427961;-0.427231981134332;-0.358054102851855;17.7024299792814
"Double Breakpoint R";"fre-all";1858;8.66145866649553;10.1519754358367;-1.01150157526954;-0.417256152140657;-0.376260730181137;17.6046962358125
"Double Breakpoint R";"fre-all";1859;8.74553643011684;10.1832165059581;-1.01907308270443;-0.420973381599353;-0.365546065414843;17.7231823927488
"Double Breakpoint R";"fre-all";1860;8.72992504740914;10.1765523705407;-1.01459158731216;-0.429105091499792;-0.377216674773195;17.740506003588
"Double Breakpoint R";"fre-all";1861;8.7039818186002;10.159138271905;-1.01388157107382;-0.414327769739673;-0.375243689485705;17.8272444873199
"Double Breakpoint R";"fre-all";1862;8.74464431364562;10.21371818394;-1.01369450970229;-0.417134123848133;-0.378345938345185;17.7675443125296
"Double Breakpoint R";"fre-all";1863;8.78547359392253;10.26489500372;-1.01700789619885;-0.44111044906537;-0.372296599966773;17.7272484153668
"Double Breakpoint R";"fre-all";1864;8.74047096977852;10.2045469487326;-1.01807980147682;-0.427627643428719;-0.368523350549865;17.8635586137549
"Double Breakpoint R";"fre-all";1865;8.70575487991422;10.1414494978145;-1.01089944664329;-0.415926222210627;-0.379678876092684;17.7693955299559
"Double Breakpoint R";"fre-all";1866;8.83275197661238;10.2754777111182;-1.0212773897491;-0.450453515604981;-0.345321160991361;17.8079796204665
"Double Breakpoint R";"fre-all";1867;8.73859144707496;10.2356821055738;-1.00934837235309;-0.433419752328383;-0.35388573001975;17.7664493402716
"Double Breakpoint R";"fre-all";1868;8.72910320182852;10.2038162213706;-1.01038640239698;-0.427467040430187;-0.366645815400862;17.7851194430741
"Double Breakpoint R";"fre-all";1869;8.7638616348622;10.2622530818287;-1.0131079156122;-0.430565358423378;-0.345838351344178;17.7543522971178
"Double Breakpoint R";"fre-all";1870;8.69238142410094;10.1876566409578;-1.00871540853852;-0.411599486805311;-0.352524528512637;17.4174263769022
"Double Breakpoint R";"fre-all";1871;8.64982590623886;10.1597297097298;-1.00805351490878;-0.415034878141391;-0.333939816749332;16.7406307187859
